0.23943856,0.25378475,0.17014858,0.23161994,0.16075231,0.17843114,0.20562649,0.2770298,0.13220589,0.13818538,0.1536779,0.21120332,0.02555959,0.07925616,0.029373122,0.5807537,0.02285068,0.055854887,0.033436723,0.27594218,0.043352272,0.063001,0.088809945,0.12597403,0.07196677,0.074455805,0.07036232,0.12770618
0.23751204,0.25447288,0.16856475,0.22788163,0.15980601,0.17759791,0.20472263,0.2701947,0.13294117,0.1401436,0.15424035,0.21224067,0.026467029,0.08194113,0.027496247,0.58647376,0.020871041,0.053999044,0.029652605,0.28136292,0.04090909,0.058366735,0.085405566,0.123766236,0.07215997,0.076352246,0.07362319,0.12590206
0.23985139,0.26107898,0.17535259,0.2364486,0.16098888,0.18021664,0.20449667,0.2751657,0.13117647,0.13968669,0.15561527,0.21327801,0.02676951,0.07686953,0.030686937,0.5662853,0.019117648,0.05184387,0.028598014,0.29297882,0.037784092,0.05774048,0.081853166,0.12649351,0.07206337,0.07907322,0.07623188,0.11907216
0.23957616,0.25750068,0.17286372,0.23068535,0.15128933,0.17140816,0.19432832,0.26615575,0.13125,0.13746737,0.1536154,0.21175657,0.02699637,0.07468178,0.029936187,0.5615747,0.020361992,0.053220786,0.028101737,0.3002065,0.039602272,0.059368737,0.084665485,0.12766233,0.068102784,0.07519789,0.07652174,0.11597938
0.23737442,0.25364712,0.16962063,0.22842678,0.14572982,0.15950482,0.18630663,0.2577672,0.12764706,0.13583551,0.15124054,0.20636238,0.024576528,0.07269292,0.03049925,0.5642665,0.020079186,0.0519636,0.030086849,0.29013938,0.042727273,0.060057614,0.0857016,0.1283117,0.066557184,0.073218994,0.07231884,0.11262886
0.23641117,0.2530966,0.17075194,0.22920561,0.14099835,0.16236162,0.18370806,0.2503107,0.12705882,0.13524804,0.14980313,0.2055325,0.026164548,0.07875895,0.03003003,0.5538358,0.023076924,0.05531609,0.03504963,0.27465153,0.047045454,0.06738477,0.09917111,0.13584416,0.06732999,0.07519789,0.07,0.11597938
0.2353103,0.25419763,0.1676597,0.23870717,0.13946061,0.15367219,0.18031861,0.2475145,0.12757353,0.13466057,0.14899069,0.2038036,0.029718693,0.08979714,0.039414413,0.5309556,0.026753394,0.06321839,0.04398263,0.26135778,0.050625,0.07477455,0.102427475,0.15207793,0.063949,0.06934367,0.0634058,0.11507732
0.20008257,0.2368566,0.13952787,0.2364486,0.11816891,0.13831687,0.1619026,0.24710025,0.120441176,0.12800261,0.14149116,0.19730291,0.061101027,0.12032618,0.09665916,0.4064603,0.021662896,0.055675287,0.030334987,0.29891586,0.036306817,0.06312625,0.06549734,0.25376624,0.057380218,0.06662269,0.05666667,0.13543814
0.13843402,0.16061106,0.08152953,0.2630841,0.112609416,0.1330794,0.15241216,0.25041425,0.10191177,0.10815927,0.124992184,0.17206086,0.08439201,0.14419252,0.14752252,0.25757065,0.017364254,0.041606802,0.020657567,0.3515746,0.018068181,0.046217434,0.02938129,0.32077923,0.042600464,0.064066626,0.045869567,0.18195876
0.110086694,0.13996696,0.064107396,0.2694704,0.10255501,0.12355672,0.14947464,0.25476387,0.098161764,0.106201045,0.11986751,0.16715077,0.087114334,0.14399363,0.1509009,0.24528937,0.018042987,0.043402776,0.02003722,0.3474445,0.018806819,0.043962926,0.026346952,0.3322078,0.03361669,0.065798156,0.040797103,0.20747423
0.09192239,0.122075416,0.04796742,0.21791278,0.10610362,0.12748483,0.14924867,0.25559238,0.098014705,0.10809399,0.12211737,0.16784233,0.08650938,0.14419252,0.1510886,0.24192463,0.015271493,0.040708814,0.018052109,0.3500258,0.017386364,0.0436498,0.023090586,0.3405195,0.04385626,0.06835422,0.039420288,0.22100516
0.0854548,0.086429946,0.03514594,0.13652648,0.10728649,0.13117486,0.15252514,0.25362468,0.099044114,0.10646214,0.1215549,0.16777317,0.0922565,0.15234686,0.16028528,0.24192463,0.014932127,0.03987069,0.015508685,0.3482189,0.015568182,0.043962926,0.024792777,0.3392208,0.04134467,0.06291227,0.03442029,0.201933
0.0838035,0.086429946,0.037710235,0.12951714,0.1081145,0.1312939,0.14902271,0.25455675,0.09860294,0.10626632,0.12130492,0.16860305,0.10027223,0.16288783,0.1691066,0.24865411,0.017420815,0.042145595,0.021277916,0.33686113,0.017386364,0.044338677,0.024718769,0.3342857,0.029173106,0.050461743,0.025652174,0.1454897
